,matchID,total kills,total deaths,total assists,Damage Dealt,Damage Taken,Summoner Avg Level,average levels,Total Gold Earned,#Assassins,#Fighters,#Mages,#Marksman,#Supports,#Tanks,WIN/LOSS?,win/loss cat
99,NA1_4155056754,52,76,98,124953,197768,1009,201.8,79256,1,4,0,1,1,2,0,LOSS
100,NA1_4154589660,46,29,127,96215,123639,990,198,67364,0,0,4,1,2,1,1,WIN
101,NA1_4154589660,29,46,54,116167,104931,1295,259,59802,3,2,2,0,1,0,0,LOSS
102,NA1_4154202010,67,53,139,161772,156959,1054,210.8,85892,2,2,2,0,3,0,1,WIN
103,NA1_4154202010,53,67,112,148807,173910,1183,236.6,81066,3,3,1,1,1,0,0,LOSS
104,NA1_4154210153,49,53,112,119672,148333,649,129.8,69685,2,1,2,1,1,1,1,WIN
105,NA1_4154210153,53,50,108,129442,125485,1209,241.8,66105,1,1,4,1,1,1,0,LOSS
106,NA1_4154138452,50,34,115,92005,113232,860,172,62614,1,2,1,2,1,2,1,WIN
107,NA1_4154138452,34,50,91,99907,94591,1236,247.2,55465,0,0,5,0,3,1,0,LOSS
108,NA1_4154146055,41,18,106,85280,79553,1000,200,57880,2,1,2,1,2,0,1,WIN
109,NA1_4154146055,18,41,43,70248,88683,809,161.8,51016,0,2,2,1,2,1,0,LOSS
110,NA1_4154171651,57,60,106,171077,153758,1009,201.8,87515,2,2,2,1,0,1,1,WIN
111,NA1_4154171651,58,57,113,143302,183431,1154,230.8,90120,1,0,1,3,1,1,0,LOSS
112,NA1_4154139742,62,47,135,169264,151420,954,190.8,77234,1,3,3,1,1,0,1,WIN
113,NA1_4154139742,47,62,107,138266,183338,1215,243,73170,1,3,1,1,1,2,0,LOSS
114,NA1_4153950024,58,37,172,139618,113881,628,125.6,66666,0,1,3,0,3,2,1,WIN
115,NA1_4153950024,37,58,107,96966,162278,1185,237,60005,1,1,2,0,2,2,0,LOSS
116,NA1_4153846163,57,55,144,182107,176228,849,169.8,85051,1,3,0,2,1,3,1,WIN
117,NA1_4153846163,55,57,150,159717,190293,554,110.8,85054,0,2,3,1,1,1,0,LOSS
118,NA1_4153607878,40,35,68,99703,97273,1023,204.6,57455,4,0,3,0,0,0,1,WIN
119,NA1_4153607878,34,40,92,87781,106005,911,182.2,53021,0,2,3,1,1,2,0,LOSS
120,NA1_4153613771,40,32,93,80382,99391,930,186,55407,2,4,1,0,2,1,1,WIN
121,NA1_4153613771,32,40,76,84588,84579,720,144,49130,1,1,1,3,1,2,0,LOSS
122,NA1_4152502203,35,33,87,97134,110684,1402,280.4,65970,3,2,2,1,0,1,1,WIN
123,NA1_4152502203,32,35,77,96281,100269,813,162.6,63352,0,0,4,1,3,1,0,LOSS
124,NA1_4151888532,37,34,110,80593,82579,786,157.2,52550,1,1,1,4,0,1,1,WIN
125,NA1_4151888532,34,37,79,74888,88431,710,142,48119,3,2,1,0,2,1,0,LOSS
126,NA1_4151912747,55,43,146,117434,135055,592,118.4,76514,1,2,2,1,2,1,1,WIN
127,NA1_4151912747,43,56,105,124263,124433,500,100,68500,1,1,3,2,1,0,0,LOSS
128,NA1_4151859514,24,19,48,48397,48689,1231,246.2,46400,2,3,2,1,0,1,1,WIN
129,NA1_4151859514,17,24,38,36471,50888,1115,223,41042,0,2,0,3,1,1,0,LOSS
130,NA1_4151262679,54,52,129,159910,143020,989,197.8,82556,1,1,3,1,3,0,1,WIN
131,NA1_4151262679,52,54,132,134819,171493,997,199.4,75898,1,1,3,0,3,1,0,LOSS
132,NA1_4151166391,37,47,94,110236,142975,1147,229.4,74507,2,2,2,1,1,2,1,WIN
133,NA1_4151166391,47,37,106,135685,117359,931,186.2,73087,2,2,2,1,1,0,0,LOSS
0,NA1_4169795169,38,24,106,99249,66491,1368,273.6,58241,1,2,3,0,3,0,1,WIN
1,NA1_4169795169,24,38,50,63244,111630,1423,284.6,53162,1,1,3,2,0,1,0,LOSS
2,NA1_4169799841,42,42,92,95550,109452,984,196.8,68627,0,2,3,1,0,1,1,WIN
3,NA1_4169799841,42,42,103,103604,98797,1032,206.4,64557,0,2,2,2,1,1,0,LOSS
4,NA1_4168545816,75,71,131,195212,219184,920,184,94013,1,2,3,1,0,0,1,WIN
5,NA1_4168545816,71,75,146,207502,203849,1235,247,91540,2,1,3,1,2,0,0,LOSS
6,NA1_4168465647,54,45,132,135102,117515,622,124.4,68123,2,4,2,1,0,1,1,WIN
7,NA1_4168465647,43,54,94,98718,142475,1156,231.2,64147,2,1,4,1,0,2,0,LOSS
8,NA1_4168470621,46,38,123,132474,183119,634,126.8,72465,0,2,2,1,2,2,1,WIN
9,NA1_4168470621,38,46,93,164726,136728,547,109.4,68099,0,1,4,1,1,1,0,LOSS
10,NA1_4162108808,44,42,79,133677,151986,989,197.8,68673,1,3,2,1,0,3,1,WIN
11,NA1_4162108808,42,44,114,131487,138814,1969,393.8,65495,1,1,2,2,1,2,0,LOSS
12,NA1_4162070058,75,59,144,169161,185038,1030,206,83413,0,2,2,1,1,2,1,WIN
13,NA1_4162070058,59,75,141,173560,175226,1323,264.6,80378,0,1,2,3,1,1,0,LOSS
14,NA1_4162004494,46,28,129,74759,94435,588,117.6,53601,1,2,2,1,2,2,1,WIN
15,NA1_4162004494,28,46,65,83945,80585,951,190.2,48522,2,1,3,1,1,0,0,LOSS
16,NA1_4160961267,46,24,129,113165,111465,1205,241,71141,1,0,2,1,2,1,1,WIN
17,NA1_4160961267,24,46,57,103041,116898,803,160.6,63154,1,2,2,2,0,1,0,LOSS
18,NA1_4160092140,36,33,95,70069,75755,630,126,55375,1,1,2,2,2,1,1,WIN
19,NA1_4160092140,33,36,62,70262,73952,931,186.2,51415,1,1,3,1,1,1,0,LOSS
20,NA1_4160066793,29,19,59,49610,58723,712,142.4,49915,1,3,2,1,2,1,1,WIN
21,NA1_4160066793,18,29,36,52183,50414,1236,247.2,44935,2,0,3,2,1,0,0,LOSS
22,NA1_4159975742,50,38,83,123254,115334,1320,264,83875,2,3,0,2,0,1,1,WIN
23,NA1_4159975742,38,50,84,108501,131059,1498,299.6,78490,0,1,2,2,1,1,0,LOSS
24,NA1_4159919701,55,32,150,98114,81001,1075,215,57970,0,1,2,1,2,2,1,WIN
25,NA1_4159919701,31,55,66,71619,109929,879,175.8,49817,1,3,3,0,1,1,0,LOSS
26,NA1_4158846397,41,27,91,77819,82831,783,156.6,51200,2,2,2,2,1,0,1,WIN
27,NA1_4158846397,27,41,64,74349,84094,1326,265.2,44268,1,1,3,0,1,1,0,LOSS
28,NA1_4158824462,32,14,100,50923,49325,1434,286.8,41167,2,2,1,2,1,0,1,WIN
29,NA1_4158824462,13,32,38,37162,53291,1168,233.6,32539,1,0,4,1,3,1,0,LOSS
30,NA1_4155287739,67,60,145,194110,180713,1615,323,94350,1,1,4,0,2,0,1,WIN
31,NA1_4155287739,60,68,133,172629,207839,858,171.6,91177,1,0,2,3,2,1,0,LOSS
32,NA1_4155177596,76,77,133,218493,210948,1366,273.2,98576,2,2,1,2,0,0,1,WIN
33,NA1_4155177596,77,76,157,195164,226420,944,188.8,97818,3,2,2,2,1,0,0,LOSS
34,NA1_4155149166,66,59,146,219532,189880,1199,239.8,94042,2,1,3,3,0,1,1,WIN
35,NA1_4155149166,59,66,132,173924,233627,992,198.4,91118,1,2,2,1,2,1,0,LOSS
36,NA1_4154992703,39,20,93,65322,46718,585,117,45857,2,1,1,3,1,0,1,WIN
37,NA1_4154992703,20,39,40,41609,71387,733,146.6,37803,0,2,2,2,1,1,0,LOSS
38,NA1_4153888539,52,27,147,93174,76748,1141,228.2,53403,1,2,1,1,1,2,1,WIN
39,NA1_4153888539,27,52,62,66260,100611,1019,203.8,44902,2,3,3,0,0,2,0,LOSS
40,NA1_4153861191,36,36,96,132674,135473,667,133.4,78279,0,3,1,2,2,1,1,WIN
41,NA1_4153861191,36,36,85,126931,147197,1285,257,74824,1,2,3,0,1,1,0,LOSS
42,NA1_4153656224,55,34,124,94813,100627,1183,236.6,56891,2,3,2,0,0,2,1,WIN
43,NA1_4153656224,34,55,84,90076,100566,974,194.8,47889,1,0,3,3,0,1,0,LOSS
44,NA1_4152628180,62,40,125,105697,109653,1034,206.8,62284,1,1,3,0,1,2,1,WIN
45,NA1_4152628180,39,62,66,90410,112560,730,146,54884,2,2,3,0,1,1,0,LOSS
46,NA1_4152643409,36,28,81,74895,64520,662,132.4,50930,1,2,2,2,0,1,1,WIN
47,NA1_4152643409,28,36,52,51397,78608,723,144.6,47107,3,3,1,1,1,1,0,LOSS
48,NA1_4152502203,35,33,87,97134,110684,1402,280.4,65970,3,2,2,1,0,1,1,WIN
49,NA1_4152502203,32,35,77,96281,100269,813,162.6,63352,0,0,4,1,3,1,0,LOSS
50,NA1_4152448860,46,48,102,113812,138170,887,177.4,78904,1,2,2,1,1,1,1,WIN
51,NA1_4152448860,48,48,105,127622,124204,727,145.4,75204,1,1,2,3,1,0,0,LOSS
52,NA1_4151713540,64,59,128,136249,160007,956,191.2,80054,2,2,3,0,1,1,1,WIN
53,NA1_4151713540,59,64,99,150430,146451,1318,263.6,83178,3,2,0,3,1,0,0,LOSS
54,NA1_4151521350,67,61,132,147789,129909,831,166.2,70619,2,1,2,2,0,1,1,WIN
55,NA1_4151521350,61,67,106,117910,157485,1072,214.4,66057,2,1,2,2,0,1,0,LOSS
56,NA1_4151386923,58,53,136,168161,160432,996,199.2,81298,2,2,2,1,0,1,1,WIN
57,NA1_4151386923,53,58,132,148968,181392,1183,236.6,77525,1,2,3,0,1,2,0,LOSS
58,NA1_4151329585,44,32,81,79936,79222,1012,202.4,54661,0,2,2,2,2,1,1,WIN
59,NA1_4151329585,32,44,51,72042,86804,1168,233.6,49998,0,1,2,3,1,0,0,LOSS
60,NA1_4150693815,47,29,138,121044,95563,1225,245,72555,0,1,3,2,2,1,1,WIN
61,NA1_4150693815,29,47,74,86774,128246,799,159.8,67021,1,2,1,3,1,1,0,LOSS
62,NA1_4150627941,54,35,139,130063,99934,1751,350.2,70501,1,1,4,1,1,0,1,WIN
63,NA1_4150627941,35,54,66,94495,141726,996,199.2,63305,2,3,1,1,2,1,0,LOSS
64,NA1_4150641505,47,39,110,142375,133832,1058,211.6,74100,0,2,4,1,1,2,1,WIN
65,NA1_4150641505,39,48,86,122602,152911,599,119.8,69684,1,3,2,2,0,2,0,LOSS
66,NA1_4149488627,48,45,111,151333,160462,904,180.8,85784,2,2,1,2,0,1,1,WIN
67,NA1_4149488627,45,48,125,143934,157887,978,195.6,83569,2,2,2,1,2,0,0,LOSS
68,NA1_4149454721,45,34,108,124403,101413,977,195.4,75140,0,1,3,0,3,1,1,WIN
69,NA1_4149454721,34,45,79,95739,130447,625,125,70110,1,1,3,1,2,0,0,LOSS
70,NA1_4148321384,42,31,93,81767,87881,771,154.2,54786,0,2,1,2,0,2,1,WIN
71,NA1_4148321384,31,42,73,75470,86911,975,195,49881,1,3,1,1,2,2,0,LOSS
72,NA1_4148257375,64,36,100,138412,96184,1169,233.8,74607,0,0,2,4,2,0,1,WIN
73,NA1_4148257375,36,64,66,92331,142010,926,185.2,65594,0,0,5,1,1,0,0,LOSS
74,NA1_4147202554,68,70,156,259277,230847,801,160.2,108358,1,2,2,1,2,1,1,WIN
75,NA1_4147202554,70,69,156,218693,282889,950,190,108905,0,1,4,1,2,2,0,LOSS
76,NA1_4147187089,45,30,80,85149,84232,1069,213.8,61986,0,2,3,1,1,2,1,WIN
77,NA1_4147187089,30,45,56,72037,90538,765,153,57303,2,1,1,3,0,0,0,LOSS
78,NA1_4147154579,17,10,42,33205,31614,1285,257,41578,1,2,1,2,1,1,1,WIN
79,NA1_4147154579,8,17,9,26311,35670,824,164.8,34024,1,3,2,2,0,1,0,LOSS
80,NA1_4147038296,52,47,91,114422,111476,1080,216,72418,1,0,2,2,1,1,1,WIN
81,NA1_4147038296,46,52,90,102041,120344,1180,236,68186,3,1,1,3,0,0,0,LOSS
82,NA1_4147051948,67,48,168,169908,122566,929,185.8,85422,2,0,4,1,3,0,1,WIN
83,NA1_4147051948,48,67,72,113755,179214,979,195.8,78877,4,3,1,2,0,0,0,LOSS
84,NA1_4146059965,66,81,124,150164,241395,628,125.6,92495,2,3,0,1,0,2,1,WIN
85,NA1_4146059965,81,66,173,212069,163061,1216,243.2,93424,1,0,2,3,0,0,0,LOSS
86,NA1_4145983099,38,53,76,152323,161521,1249,249.8,84313,1,1,1,2,1,1,1,WIN
87,NA1_4145983099,53,38,138,150296,158439,894,178.8,86580,0,1,4,1,2,1,0,LOSS
88,NA1_4145879415,42,41,95,103922,121750,1375,275,70064,2,2,1,1,1,2,1,WIN
89,NA1_4145879415,41,42,86,112158,114069,917,183.4,61232,0,1,2,1,2,2,0,LOSS
90,NA1_4145761106,47,35,112,121935,94314,801,160.2,64998,1,2,1,2,1,2,1,WIN
91,NA1_4145761106,35,47,71,84367,126922,987,197.4,58050,1,2,2,1,0,2,0,LOSS
92,NA1_4145594753,58,46,134,112821,90964,1098,219.6,66952,0,0,2,4,0,1,1,WIN
93,NA1_4145594753,46,58,81,85730,117953,1109,221.8,63043,2,2,2,2,0,1,0,LOSS
94,NA1_4145569654,51,35,125,103479,130544,1214,242.8,68846,1,2,3,1,1,1,1,WIN
95,NA1_4145569654,35,51,60,116757,112427,835,167,62817,3,2,1,1,0,0,0,LOSS
96,NA1_4144855728,40,46,66,103492,136291,989,197.8,71885,2,2,0,1,1,2,1,WIN
97,NA1_4144855728,46,42,122,122312,110455,1056,211.2,70783,0,1,3,2,2,1,0,LOSS
98,NA1_4144830766,53,53,115,125338,135095,1014,202.8,76384,1,2,1,3,1,0,1,WIN
99,NA1_4144830766,53,53,99,128926,134501,623,124.6,74922,4,1,3,2,0,0,0,LOSS
100,NA1_4144756741,47,38,110,112039,157075,1790,358,73338,0,3,2,1,2,0,1,WIN
101,NA1_4144756741,38,47,89,148493,125436,1115,223,73876,2,0,3,0,3,1,0,LOSS
102,NA1_4143744794,36,16,106,72913,65001,737,147.4,56857,1,0,4,1,2,1,1,WIN
103,NA1_4143744794,16,36,34,59039,77058,1117,223.4,48785,0,1,2,2,2,1,0,LOSS
104,NA1_4143725908,42,33,76,75547,81849,1158,231.6,56462,1,3,2,1,0,2,1,WIN
105,NA1_4143725908,33,42,92,68087,78482,1067,213.4,52373,1,1,2,2,2,0,0,LOSS
106,NA1_4143702035,30,23,62,68319,62844,819,163.8,54879,1,2,2,1,1,0,1,WIN
107,NA1_4143702035,23,30,46,56914,73327,1765,353,51103,0,0,2,2,2,1,0,LOSS
108,NA1_4143515961,37,33,90,95028,97483,792,158.4,63918,0,1,2,3,1,1,1,WIN
109,NA1_4143515961,33,38,75,87169,107977,1310,262,60451,0,2,3,2,2,1,0,LOSS
110,NA1_4143521781,51,19,93,73454,56072,846,169.2,55169,0,1,2,2,1,0,1,WIN
111,NA1_4143521781,19,51,32,52020,78134,1024,204.8,45164,1,0,3,2,2,0,0,LOSS
112,NA1_4143336258,42,25,97,88136,79463,1110,222,55091,2,2,2,1,0,1,1,WIN
113,NA1_4143336258,25,42,57,62066,94878,756,151.2,48513,2,3,2,0,2,1,0,LOSS
114,NA1_4142506016,62,83,135,194225,259585,909,181.8,96272,2,1,1,3,1,1,1,WIN
115,NA1_4142506016,83,62,184,243866,202796,1561,312.2,99426,0,1,4,0,3,1,0,LOSS
116,NA1_4142521113,42,44,109,146672,138029,970,194,75131,0,1,3,2,0,2,1,WIN
117,NA1_4142521113,44,42,132,124838,158586,920,184,70436,1,1,2,1,1,1,0,LOSS
118,NA1_4142479123,23,4,56,32647,19809,1388,277.6,32337,2,2,1,1,2,1,1,WIN
119,NA1_4142479123,4,23,12,16257,33524,987,197.4,25771,0,1,3,1,1,1,0,LOSS
120,NA1_4141436918,53,40,123,98639,98591,805,161,63443,1,1,3,1,0,2,1,WIN
121,NA1_4141436918,40,54,74,92317,105882,1120,224,58766,1,2,2,3,0,1,0,LOSS
122,NA1_4141423336,50,34,137,102251,112094,1346,269.2,58755,0,1,2,1,2,3,1,WIN
123,NA1_4141423336,34,50,80,95137,108348,831,166.2,54857,1,2,3,0,0,1,0,LOSS
124,NA1_4141408570,39,59,68,87808,134593,1144,228.8,67563,3,3,1,1,2,0,1,WIN
125,NA1_4141408570,59,39,123,126094,93099,1230,246,67748,0,0,4,3,1,0,0,LOSS
126,NA1_4140151096,41,23,127,77251,55742,1178,235.6,51256,0,0,4,2,3,0,1,WIN
127,NA1_4140151096,23,41,45,51874,83048,1519,303.8,45843,2,1,2,2,0,1,0,LOSS
128,NA1_4138924454,40,24,121,108159,101068,922,184.4,64716,0,1,2,2,3,1,1,WIN
129,NA1_4138924454,23,40,70,91225,118514,858,171.6,57879,0,1,3,1,3,1,0,LOSS
130,NA1_4138889059,43,39,87,104177,129286,1028,205.6,67048,2,2,1,0,1,2,1,WIN
131,NA1_4138889059,39,43,89,116291,117008,830,166,64592,1,1,4,0,1,1,0,LOSS
132,NA1_4138894083,53,41,121,88074,86451,714,142.8,62764,0,1,4,1,1,1,1,WIN
133,NA1_4138894083,41,53,68,82122,102428,1011,202.2,59081,2,2,1,2,0,1,0,LOSS
134,NA1_4137752357,42,36,81,101445,81846,819,163.8,59353,0,2,2,1,1,2,1,WIN
135,NA1_4137752357,36,42,76,74138,109338,1408,281.6,55155,1,2,1,1,1,1,0,LOSS
136,NA1_4137669588,39,25,113,75735,88073,870,174,58260,1,2,4,1,2,0,1,WIN
137,NA1_4137669588,25,39,43,80530,78301,1056,211.2,53089,2,0,3,2,1,0,0,LOSS
138,NA1_4137636482,55,40,107,109107,128643,1104,220.8,66541,0,3,1,2,0,2,1,WIN
139,NA1_4137636482,40,55,90,103011,113012,1180,236,60586,1,1,4,0,3,0,0,LOSS
140,NA1_4137629703,46,57,113,121811,174251,710,142,74046,0,1,4,1,1,1,1,WIN
141,NA1_4137629703,56,48,133,157486,136203,819,163.8,73852,2,2,2,1,2,0,0,LOSS
142,NA1_4136579222,61,51,185,195907,172942,855,171,83612,0,2,2,2,1,2,1,WIN
143,NA1_4136579222,51,61,143,159977,218392,734,146.8,80953,2,2,3,0,1,2,0,LOSS
144,NA1_4136580226,35,34,93,74223,83287,1394,278.8,55714,0,2,4,0,3,0,1,WIN
145,NA1_4136580226,34,35,77,75011,79324,876,175.2,52703,1,1,1,3,0,0,0,LOSS
146,NA1_4136514531,33,24,87,74438,59589,872,174.4,50791,1,1,3,2,1,0,1,WIN
147,NA1_4136514531,24,33,40,55227,79810,1195,239,44674,2,3,2,0,1,2,0,LOSS
148,NA1_4136511061,32,24,79,60796,68800,957,191.4,50829,1,1,2,2,0,1,1,WIN
149,NA1_4136511061,24,32,44,61818,65624,943,188.6,45026,2,1,2,3,1,0,0,LOSS
150,NA1_4136130657,55,30,136,121424,67852,1084,216.8,59785,1,0,3,4,0,0,1,WIN
151,NA1_4136130657,30,55,58,63890,139156,1773,354.6,53577,1,3,2,0,3,1,0,LOSS
152,NA1_4136072943,62,46,116,153213,201503,1311,262.2,90774,1,2,2,1,1,2,1,WIN
153,NA1_4136072943,46,63,90,172633,166153,958,191.6,86080,2,1,2,2,0,1,0,LOSS
154,NA1_4135354838,47,38,113,103470,93793,604,120.8,64725,1,1,3,2,2,0,1,WIN
155,NA1_4135354838,38,47,75,89237,109778,833,166.6,59324,1,2,1,2,2,0,0,LOSS
156,NA1_4135257431,28,20,76,77826,68864,817,163.4,55743,0,1,2,2,2,1,1,WIN
157,NA1_4135257431,20,28,54,61670,82576,1492,298.4,50154,1,0,3,1,2,1,0,LOSS
158,NA1_4135222121,45,37,89,96930,97947,1048,209.6,66239,3,2,2,1,1,1,1,WIN
159,NA1_4135222121,37,45,89,87697,104922,1100,220,60081,3,1,1,3,1,0,0,LOSS
160,NA1_4135047395,49,49,81,110145,120983,980,196,67395,3,2,1,2,0,1,1,WIN
161,NA1_4135047395,49,49,89,113824,120444,1290,258,65198,0,2,2,2,1,2,0,LOSS
162,NA1_4135060322,39,39,97,112539,100307,1305,261,62998,1,1,2,2,1,1,1,WIN
163,NA1_4135060322,39,39,109,96205,119721,1479,295.8,60739,1,2,1,1,2,2,0,LOSS
164,NA1_4133983562,54,44,117,149431,160943,588,117.6,91834,1,0,4,2,1,1,1,WIN
165,NA1_4133983562,44,54,102,149544,155863,837,167.4,84024,1,1,3,3,0,1,0,LOSS
166,NA1_4133967082,55,65,127,156211,248692,928,185.6,87824,2,2,1,1,2,2,1,WIN
167,NA1_4133967082,65,55,148,223828,165663,875,175,87246,3,2,1,2,1,0,0,LOSS
168,NA1_4133940097,65,44,131,177834,142270,1173,234.6,89954,0,2,3,1,1,1,1,WIN
169,NA1_4133940097,44,65,93,128587,185596,1084,216.8,84393,0,1,3,1,2,1,0,LOSS
170,NA1_4133894165,49,63,115,141176,225228,1371,274.2,79989,0,2,2,1,1,2,1,WIN
171,NA1_4133894165,63,49,165,209138,151403,698,139.6,80996,1,2,1,3,0,1,0,LOSS
172,NA1_4133779086,51,34,136,91879,105950,1543,308.6,64157,1,1,0,2,2,2,1,WIN
173,NA1_4133779086,34,51,91,88219,97650,1003,200.6,54583,2,2,2,1,0,2,0,LOSS
174,NA1_4133006103,35,24,82,74145,67334,828,165.6,54173,1,1,2,3,1,1,1,WIN
175,NA1_4133006103,24,35,56,60331,81280,875,175,48586,2,3,1,1,2,1,0,LOSS
176,NA1_4132899615,84,70,221,263108,264184,842,168.4,112901,1,2,3,0,3,1,1,WIN
177,NA1_4132899615,70,84,148,245832,278078,1146,229.2,106716,1,2,3,1,1,1,0,LOSS
178,NA1_4132934658,55,48,115,134630,117633,1502,300.4,70350,0,2,2,2,0,1,1,WIN
179,NA1_4132934658,48,55,83,104960,142111,986,197.2,67377,2,1,1,3,0,1,0,LOSS
180,NA1_4131689755,48,38,81,106377,86148,670,134,63600,4,1,2,1,0,0,1,WIN
181,NA1_4131689755,38,48,79,79965,111340,786,157.2,60989,1,2,2,1,2,1,0,LOSS
182,NA1_4131582363,54,56,120,118092,152249,741,148.2,78629,1,0,3,2,2,0,1,WIN
183,NA1_4131582363,56,54,122,144330,129458,986,197.2,76206,2,1,3,2,1,0,0,LOSS
184,NA1_4131561530,32,13,98,44320,37290,1047,209.4,41821,1,1,1,2,2,0,1,WIN
185,NA1_4131561530,13,32,26,29724,46696,941,188.2,33192,2,2,2,1,2,0,0,LOSS
186,NA1_4131516876,51,27,126,83379,83435,810,162,57790,0,1,2,3,1,0,1,WIN
187,NA1_4131516876,27,51,60,73449,90437,510,102,50214,1,1,3,1,1,0,0,LOSS
188,NA1_4131419240,47,37,95,108206,128048,861,172.2,70979,1,3,2,0,1,2,1,WIN
189,NA1_4131419240,37,47,93,116197,113499,1248,249.6,66696,0,1,2,1,1,1,0,LOSS
190,NA1_4130651856,40,23,115,79771,80293,839,167.8,53252,0,3,2,0,3,2,1,WIN
191,NA1_4130651856,23,40,53,71872,84215,695,139,45745,1,2,2,2,0,2,0,LOSS
192,NA1_4130595355,39,43,105,109329,142949,1221,244.2,72798,1,2,3,1,1,1,1,WIN
193,NA1_4130595355,43,39,114,132687,117159,943,188.6,72772,3,0,4,1,1,0,0,LOSS
194,NA1_4130572860,38,20,87,74369,51744,879,175.8,51843,2,0,1,3,2,0,1,WIN
195,NA1_4130572860,18,38,33,44648,78191,724,144.8,43663,2,2,2,2,0,1,0,LOSS
196,NA1_4130525414,75,61,187,280548,150920,767,153.4,98298,3,1,1,3,1,0,1,WIN
197,NA1_4130525414,61,75,99,146746,296262,1015,203,91132,2,4,0,0,0,3,0,LOSS
0,NA1_4171327522,41,17,101,61655,46779,846,169.2,45366,1,2,3,1,0,1,1,WIN
1,NA1_4171327522,16,41,31,34222,63588,855,171,37270,1,0,4,2,2,1,0,LOSS
2,NA1_4171305567,40,26,111,67646,68877,1695,339,49374,0,3,2,1,1,1,1,WIN
3,NA1_4171305567,26,40,67,63457,74171,1010,202,43986,2,1,1,2,1,1,0,LOSS
4,NA1_4171340953,40,26,101,84700,80518,1038,207.6,54550,2,1,3,1,2,1,1,WIN
5,NA1_4171340953,26,40,62,71823,89896,910,182,48966,1,1,2,1,0,2,0,LOSS
6,NA1_4171268097,40,19,90,76456,38949,1060,212,47532,1,1,3,3,1,0,1,WIN
7,NA1_4171268097,19,40,41,34376,80173,1070,214,38261,2,3,0,2,0,2,0,LOSS
8,NA1_4171252111,73,56,210,230857,188719,671,134.2,97577,2,1,3,2,2,0,1,WIN
9,NA1_4171252111,56,73,130,179401,249484,1164,232.8,91701,0,3,3,0,0,2,0,LOSS
10,NA1_4169815685,77,59,180,272020,202774,1110,222,99138,3,2,1,1,1,2,1,WIN
11,NA1_4169815685,59,77,143,183237,286177,741,148.2,94895,1,3,1,1,1,1,0,LOSS
12,NA1_4169773213,47,22,111,80865,69104,699,139.8,54706,0,1,1,4,0,1,1,WIN
13,NA1_4169773213,21,47,32,62375,83721,815,163,46674,0,1,4,2,0,0,0,LOSS
14,NA1_4169748729,67,39,151,105592,92629,1496,299.2,61367,1,0,4,1,2,0,1,WIN
15,NA1_4169748729,37,67,72,81857,114395,1054,210.8,53983,2,1,1,2,0,1,0,LOSS
16,NA1_4169755784,37,29,84,64418,56143,783,156.6,47023,1,1,1,3,0,1,1,WIN
17,NA1_4169755784,29,37,50,52665,70645,591,118.2,43695,1,2,1,2,2,1,0,LOSS
18,NA1_4168517009,41,18,115,97349,65348,654,130.8,56802,1,0,3,2,3,0,1,WIN
19,NA1_4168517009,18,41,45,61137,109560,1086,217.2,47997,1,2,3,0,2,1,0,LOSS
20,NA1_4168522589,42,30,82,95369,86928,1164,232.8,59502,2,1,2,2,1,0,1,WIN
21,NA1_4168522589,28,42,58,69906,100700,1333,266.6,52888,1,1,2,2,0,1,0,LOSS
22,NA1_4168457625,61,51,147,124221,129724,1055,211,76484,1,1,2,3,2,0,1,WIN
23,NA1_4168457625,51,61,95,123362,133740,1001,200.2,69673,2,0,5,0,2,0,0,LOSS
24,NA1_4167283987,79,67,132,186782,212687,849,169.8,86983,1,1,2,2,0,2,1,WIN
25,NA1_4167283987,67,79,123,204743,198743,1042,208.4,83760,0,1,4,1,1,0,0,LOSS
26,NA1_4167228839,41,33,89,123284,105767,853,170.6,65131,1,1,3,2,0,1,1,WIN
27,NA1_4167228839,33,41,71,96743,132690,1345,269,60966,2,2,2,1,1,0,0,LOSS
28,NA1_4167233640,43,46,82,118784,106764,1161,232.2,64676,2,1,3,1,1,0,1,WIN
29,NA1_4167233640,46,43,108,101330,124456,1014,202.8,64682,1,1,3,1,3,0,0,LOSS
30,NA1_4167147570,62,54,134,162633,148757,523,104.6,85314,0,1,3,3,2,1,1,WIN
31,NA1_4167147570,54,62,112,137292,173087,1151,230.2,78582,2,3,2,0,2,0,0,LOSS
32,NA1_4167152579,44,38,111,114673,115720,835,167,64142,1,0,2,2,2,1,1,WIN
33,NA1_4167152579,38,44,92,106669,127223,1150,230,62500,1,2,1,2,0,2,0,LOSS
34,NA1_4166186314,52,60,103,200822,244495,930,186,84743,2,3,2,0,0,3,1,WIN
35,NA1_4166186314,60,52,135,224681,213134,1009,201.8,85056,1,2,2,0,1,2,0,LOSS
36,NA1_4166211988,33,26,77,67183,64505,1219,243.8,51484,0,0,4,1,2,1,1,WIN
37,NA1_4166211988,25,33,64,56001,72322,1418,283.6,46237,0,1,4,0,2,1,0,LOSS
38,NA1_4161433699,52,54,86,115884,130094,1364,272.8,67334,1,3,1,2,0,1,1,WIN
39,NA1_4161433699,54,52,106,114305,121594,1371,274.2,65851,0,0,3,3,1,0,0,LOSS
40,NA1_4161409243,51,38,128,131559,153694,817,163.4,69963,2,1,3,1,2,0,1,WIN
41,NA1_4161409243,37,51,82,142326,137281,907,181.4,67774,0,0,3,3,1,1,0,LOSS
